"","RAZAO_SOCIAL","ENDERECO","BAIRRO","BANDEIRA","PRECO_VENDA","PRECO_COMPRA","MODALIDADE_DE_COMPRA","FORNECEDOR","DATA_COLETA","CIDADE","UF","COMBUSTIVEL"
"12614","J. A. Lima & Cia. Ltda.","Rodovia Br 290, S/n Km 575","Rodovia","IPIRANGA",3.349,2.806,"CIF","-","13/09/2016","ALEGRETE","RS","Etanol"
"12615","Comercial de Combustiveis Tamandare Ltda","Avenida Tiaraju, 282","Ibirapuita","LATINA",3.489,3.052,"FOB","-","13/09/2016","ALEGRETE","RS","Etanol"
"12616","Combustiveis Ibirapuita Ltda","Avenida Ibicui, 415","Ibirapuita","RAIZEN",3.49,NA,"-","-","13/09/2016","ALEGRETE","RS","Etanol"
"12617","Comercial Buffon Combustiveis e Transportes Limitada","Avenida Assis Brasil, 1328","Cidade Alta","IPIRANGA",3.699,3.039,"FOB","-","13/09/2016","ALEGRETE","RS","Etanol"
"12618","Abastecedora de Combustiveis Salim Ltda","Avenida Getulio Vargas, 120","Bela Vista","BRANCA",3.169,NA,"-","-","12/09/2016","ALVORADA","RS","Etanol"
"12619","Comercial de Combustiveis Tropical Ltda","Avenida Presidente Getulio Vargas, 1735","Centro","BRANCA",3.249,NA,"-","-","12/09/2016","ALVORADA","RS","Etanol"
"12620","C. M . J. Comércio de Combustíveis Ltda.","Avenida Presidente Getúlio Vargas, 5559","Vila Piratini","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","ALVORADA","RS","Etanol"
"12621","Comercial de Conbustivel Otten Ltda","Avenida Presidente Vargas, 259","Centro","IPIRANGA",3.499,NA,"-","-","12/09/2016","ALVORADA","RS","Etanol"
"12622","Abastecedora de Combustíveis Metropole Ltda.","Avenida Presidente Getulio Vargas, 3894 0","Jundiaí","MEGAPETRO",3.599,NA,"-","-","12/09/2016","ALVORADA","RS","Etanol"
"12623","A.f. Comercial de Combustiveis Ltda","Avenida Santa Tecla, 1469","Getulio Vargas","ALE COMBUSTÍVEIS",3.74,3.097,"FOB","-","12/09/2016","BAGE","RS","Etanol"
"12624","Antonio de Moraes Valls","Avenida Jose do Patrocinio, 296","Jardim do Castelo","PETROBRAS DISTRIBUIDORA S.A.",3.75,NA,"-","-","12/09/2016","BAGE","RS","Etanol"
"12625","F. F. Staevie Combustíveis Ltda.","Avenida Santa Tecla, 1891","Getulio Vargas","PETROBRAS DISTRIBUIDORA S.A.",3.84,NA,"-","-","12/09/2016","BAGE","RS","Etanol"
"12626","Comercial Internacional Ltda","Rua Gal.osorio, 98","Centro","IPIRANGA",3.92,NA,"-","-","12/09/2016","BAGE","RS","Etanol"
"12627","3gbi Combustiveis Ltda.","Avenida Presidente Vargas, 598","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.99,NA,"-","-","12/09/2016","BAGE","RS","Etanol"
"12628","Auto Posto Botafogo Ltda","Rua Joao Dal Molin, 18","Botafogo","IPIRANGA",3.297,NA,"-","-","13/09/2016","BENTO GONCALVES","RS","Etanol"
"12629","Abastecedora de Combustíveis Alv Ltda.","Rua Marechal Humberto de Alencar Castelo Branco, 64","Planalto","IPIRANGA",3.299,NA,"-","-","13/09/2016","BENTO GONCALVES","RS","Etanol"
"12630","Abastecedora de Combustiveis Demari Ltda","Rua Joana Guindani Tonello, 1509","Linha Pedro Salgado","CHARRUA",3.324,NA,"-","-","13/09/2016","BENTO GONCALVES","RS","Etanol"
"12631","Posto de Serviços Serra Gaucha Ltda","Rua Marchal Humberto de Alencar Castelo Branco, 1000","Fenavinho","IPIRANGA",3.39,NA,"-","-","13/09/2016","BENTO GONCALVES","RS","Etanol"
"12632","Combustíveis Faria Lemos Ltda.","Rodovia Rs 431, S/n Km 48","Farias Lemos","CHARRUA",3.39,NA,"-","-","13/09/2016","BENTO GONCALVES","RS","Etanol"
"12633","Abastecedora Minneapolis Ltda","Rua Fiorelo Bertuol, 715","Progresso","IPIRANGA",3.398,NA,"-","-","13/09/2016","BENTO GONCALVES","RS","Etanol"
"12634","Ditrento Postos e Logistica Ltda","Estrada Rs 444, S/n Km 14","Vale dos Vinhedos","PETROBRAS DISTRIBUIDORA S.A.",3.7,NA,"-","-","13/09/2016","BENTO GONCALVES","RS","Etanol"
"12635","Rc Comércio de Combustíveis Ltda.","Br 290, Km 315, S/n","Durasnal","PETROBRAS DISTRIBUIDORA S.A.",3.39,NA,"-","-","12/09/2016","CACAPAVA DO SUL","RS","Etanol"
"12636","Rc Comércio de Combustíveis Ltda.","Rodovia Br 392, S/n Km 252","Caieiras","IPIRANGA",3.49,NA,"-","-","12/09/2016","CACAPAVA DO SUL","RS","Etanol"
"12637","Cioccari & Cia Ltda","Rodovia Br 392, S/n Km 258","Sede","IPIRANGA",3.59,2.732,"CIF","-","12/09/2016","CACAPAVA DO SUL","RS","Etanol"
"12638","Cyro Posto de Serviço e Abastecimento Ltda","Avenida Presidente Kennedy, 185","Vila Batista","PETROBRAS DISTRIBUIDORA S.A.",3.67,NA,"-","-","12/09/2016","CACAPAVA DO SUL","RS","Etanol"
"12639","Distribuidora de Combustíveis Torres Ltda","Rua Benjamim Constant, 1150 Sala D","Centro","IPIRANGA",3.89,NA,"-","-","12/09/2016","CACAPAVA DO SUL","RS","Etanol"
"12640","Posto de Combustíveis Dal Ri Ltda.","Rua Marcela Gama, Esquina Bento Gonçalves, 625","Bairro Universitario","BRANCA",3.299,NA,"-","-","13/09/2016","CACHOEIRA DO SUL","RS","Etanol"
"12641","Posto de Combustíveis Dal Ri Ltda.","Rua Julio de Castilhos, 865","Centro","BRANCA",3.4,NA,"-","-","13/09/2016","CACHOEIRA DO SUL","RS","Etanol"
"12642","Nilson Carlos da Silva Tatsch & Cia Ltda - Me","Rua Mal Deodoro, 530 Casa","Rio Branco","BRANCA",3.494,NA,"-","-","13/09/2016","CACHOEIRA DO SUL","RS","Etanol"
"12643","Coop. dos Motoristas Profis. de Cachoeira do Sul Ltda","Rua Miguel Loreto Sobrinho, 28 Esquina Com Br 153","Distrito Industrial","IPIRANGA",3.59,NA,"-","-","12/09/2016","CACHOEIRA DO SUL","RS","Etanol"
"12644","Comercial de Combustíveis Mineiro Ltda.","Rua Sete de Setembro, 860","Centro","IPIRANGA",3.699,NA,"-","-","13/09/2016","CACHOEIRA DO SUL","RS","Etanol"
"12645","Venice Posto de Serviços Ltda.","Avenida Flores da Cunha, 1617","Vila Imbuhy","RAIZEN",2.958,NA,"-","-","12/09/2016","CACHOEIRINHA","RS","Etanol"
"12646","Comercial Buffon Combustiveis e Transportes Limitada","Estrada Rs 118, S/n Km 9,3","Costa do Ipiranga","RAIZEN",3.199,NA,"-","-","12/09/2016","CACHOEIRINHA","RS","Etanol"
"12647","Posto Center Ltda","Avenida Flores da Cunha, 894","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.199,NA,"-","-","12/09/2016","CACHOEIRINHA","RS","Etanol"
"12648","Posto de Combustíveis Apollo Iii Ltda.","Avenida Generalflores da Cunha, 2097","Vila Cachoeirinha","PETROBRAS DISTRIBUIDORA S.A.",3.29,NA,"-","-","12/09/2016","CACHOEIRINHA","RS","Etanol"
"12649","Posto de Combustiveis Apolo V Ltda","Avenida General Flores da Cunha, 2082","Vila Cachoeirinha","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","CACHOEIRINHA","RS","Etanol"
"12650","Auto Posto 118 Ltda","Estrada Rs 118, S/n Km 10,5","Costa do Ipiranga","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","CACHOEIRINHA","RS","Etanol"
"12651","Posto de Combustíveis São Carlos Ltda.","Rua   Manoel Inacio Nunes, 601","Parque Espirito Santo","MEGAPETRO",3.299,2.923,"CIF","-","12/09/2016","CACHOEIRINHA","RS","Etanol"
"12652","Abastecedora de Comb. da Estrada do Ritter Ltda.","Avenida Frederico Augusto Ritter, 7001","Recanto das Hortencias","PETROBRAS DISTRIBUIDORA S.A.",3.399,NA,"-","-","12/09/2016","CACHOEIRINHA","RS","Etanol"
"12653","B.o. Auto Posto  Ltda.","Rua  Fernando Ferrari, 2150","Niteroi","BRANCA",2.969,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12654","B.o. Auto Posto  Ltda.","Rua Rui Barbosa, 152","Fatima","BRANCA",2.969,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12655","Posto de Combustiveis Master Ltda","Avenida Getulio Vargas, 801","Niterói","IPIRANGA",3.099,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12656","Metropolitano Comercio e Transportes de Combustiveis Ltda","Avenida Guilherme Schell, 6340","Centro","BRANCA",3.15,2.6,"CIF","SAARA","12/09/2016","CANOAS","RS","Etanol"
"12657","Pit Stop Posto de Auto Serviço Ltda","Avenida Guilherme Schell, 1046","Rio Branco","IPIRANGA",3.159,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12658","Comercial Buffon Combustiveis e Transportes Limitada","Avenida Getúlio Vargas, 7291","Igara","PETROBRAS DISTRIBUIDORA S.A.",3.199,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12659","Comercio de Combustivel Silveira Ltda - Me","Avenida Rio Grande do Sul, 1650","Mathias Velho","PETROBRAS DISTRIBUIDORA S.A.",3.199,2.817,"CIF","-","15/09/2016","CANOAS","RS","Etanol"
"12660","Comercial Buffon Combustiveis e Transportes Limitada","Avenida Getulio Vargas, 2311","Niteroi","IPIRANGA",3.199,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12661","Comercial Buffon Combustiveis e Transportes Limitada","Rua Dona Rafaela, 347","Marechal Rondon","IPIRANGA",3.29,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12662","Phenix Comercial de Combustiveis Ltda","Rua Santos Ferreira, 2700 Area 01","Centro","IPIRANGA",3.299,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12663","Posto de Gasolina Maringa Ltda","Rua Venancio Aires, 3560","Vila Fernandes","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12664","Abastecedora Abm Ltda","Rodovia Br 386, S/n Km 441","São Luiz","PETROBRAS DISTRIBUIDORA S.A.",3.399,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12665","Auto Posto Nonemacher Canoas Ltda.","Avenida Getulio Vargas, 7500","Centro","IPIRANGA",3.399,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12666","Posto Fachi Ltda","Avenida Florianópolis, 2745","Mathias Velho","CHARRUA",3.63,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12667","Edn Comércio de Combustíveis Ltda.","Rua Florianopolis, 1072","Mathias Velho","LATINA",3.699,NA,"-","-","12/09/2016","CANOAS","RS","Etanol"
"12668","Auto Posto Petrolino Ltda.","Avenida   Alexandre Rizzo, 703","Desvio Rizzo","BRANCA",3.199,2.76,"CIF","CIAPETRO","14/09/2016","CAXIAS DO SUL","RS","Etanol"
"12669","Auto Posto Rodeio Ltda.","Rua Sinimbu, 612","Nossa Senhora de Lourdes","RODOIL",3.289,2.681,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12670","Auto Posto Rodeio Ltda.","Rua Dr. Montaury, 725","Centro","RODOIL",3.289,2.681,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12671","Auto Posto Rodeio Ltda.","Rua Os Dezoito do Forte, 2518","Sao Pelegrino","RODOIL",3.289,2.681,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12672","Auto Posto Rodeio Ltda.","Avenida Rosseti, 744","Santa Catarina","RODOIL",3.289,2.681,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12673","Auto Posto Rodeio Ltda.","Rua Tronca, 1607","Exposiçao","RODOIL",3.289,2.681,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12674","Auto Posto Rodeio Ltda.","Rua General Arcy da Rocha Nobrega, 1342","Jardim América","RODOIL",3.289,2.681,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12675","Andebraz Mega Postos Ltda.","Rua Bento Gonçalves, 2942","Sao Pelegrino","PETROBRAS DISTRIBUIDORA S.A.",3.398,2.899,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12676","Andebraz Mega Postos Ltda.","Rua Tenente Coronel Durval Alvarenga Souto Mayor, 888","Pioneiro","PETROBRAS DISTRIBUIDORA S.A.",3.398,2.921,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12677","Petrotech Combustíveis Ltda","Avenida Ruben Bento Alves, 4319","São José","BRANCA",3.529,3.15,"FOB","DPPI","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12678","Posto Pinheiro Ltda.","Estrada Br 116, 15800 Km 147","Sao Ciro","IPIRANGA",3.579,3.074,"CIF","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12679","Abastecedora de Combustiveis Capeletti Ltda","Avenida Bom Pastor, 625 Posto","Kayser","IPIRANGA",3.62,2.713,"CIF","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12680","Posto Ramar Comercio de Combustíveis Ltda.","Avenida São Leopoldo, 940","São Leopoldo","IPIRANGA",3.699,3.09,"CIF","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12681","Ditrento Postos e Logistica Ltda","Rua Teixeira Mendes, 941 Sala A","Cinquentenario","PETROBRAS DISTRIBUIDORA S.A.",3.699,2.827,"FOB","-","13/09/2016","CAXIAS DO SUL","RS","Etanol"
"12682","Comércio de Combustíveis Martins & Pissinin Ltda.","Avenida General Osorio, 57 A","Centro","BRANCA",3.17,NA,"-","-","12/09/2016","CRUZ ALTA","RS","Etanol"
"12683","Tarcisio Cesar Antunes Machado","Rua Coronel Jango Vidal, 257","Centro","BRANCA",3.339,NA,"-","-","12/09/2016","CRUZ ALTA","RS","Etanol"
"12684","Ione Z. Carini - Epp","Avenida Benjamin Constant, 853 A","Centro","LATINA",3.39,NA,"-","-","12/09/2016","CRUZ ALTA","RS","Etanol"
"12685","Comercial de Combustíveis Martins Ltda.","Avenida General Osorio, 328","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.395,NA,"-","-","12/09/2016","CRUZ ALTA","RS","Etanol"
"12686","Comercial de Combustíveis Martins Ltda.","Rua Padre Francisco Pacheco, 1781","Bairro de Fatima","PETROBRAS DISTRIBUIDORA S.A.",3.395,NA,"-","-","12/09/2016","CRUZ ALTA","RS","Etanol"
"12687","Comercial de Combustíveis Martins Ltda.","Rua Barao do Rio Branco, 779","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.395,NA,"-","-","12/09/2016","CRUZ ALTA","RS","Etanol"
"12688","Comercio de Combustiveis Florestal Ltda","Rodovia Br 158, S/n Km 200","Vila Abegai","RAIZEN",3.532,NA,"-","-","12/09/2016","CRUZ ALTA","RS","Etanol"
"12689","Auto Posto Nonemacher Ltda","Rodovia Br 153, S/n Km 74","Aeroporto","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","13/09/2016","ERECHIM","RS","Etanol"
"12690","Auto Posto Lora Tormen Ltda","Rua Jose do Patrocinio, 749","Espirito Santo","IPIRANGA",3.349,2.852,"CIF","-","13/09/2016","ERECHIM","RS","Etanol"
"12691","Auto Posto Masper Ltda","R Nelson Ehlers, 163","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.359,NA,"-","-","13/09/2016","ERECHIM","RS","Etanol"
"12692","Colorama Comercial Lora de Materiais Automotivos Ltda","Avenida Pernambuco, S/n","Linho","IPIRANGA",3.394,3.055,"CIF","-","13/09/2016","ERECHIM","RS","Etanol"
"12693","Comercial de Combustiveis Lando Ltda","Rodovia Br 153, S/n Km 54","Bairro Frinape","PETROBRAS DISTRIBUIDORA S.A.",3.399,2.909,"FOB","-","13/09/2016","ERECHIM","RS","Etanol"
"12694","Joao Mauricio Johann & Cia Ltda","Rua Washington Luis, 124 0","Centro","IPIRANGA",3.689,NA,"-","-","13/09/2016","ERECHIM","RS","Etanol"
"12695","Petrobrax Comércio de Derivados de Petróleo Ltda.","Rua Novo Hamburgo, 1020","Centro","PETROBRAS DISTRIBUIDORA S.A.",2.99,NA,"-","-","13/09/2016","ESTEIO","RS","Etanol"
"12696","Posto de Combustiveis Padre Claret Eireli - Epp","Avenida Pdre Claret, 2817","Claret","BRANCA",2.999,NA,"-","-","13/09/2016","ESTEIO","RS","Etanol"
"12697","Ditrento Postos e Logistica Ltda","Rua Monteiro Lobato, 16","Do Parque","BRANCA",3.49,NA,"-","-","13/09/2016","ESTEIO","RS","Etanol"
"12698","Distribuidora de Combustíveis Savar Ltda.","Rua Fernando Ferrari, 1087","Centro","IPIRANGA",3.597,NA,"-","-","13/09/2016","ESTEIO","RS","Etanol"
"12699","Posto Pórtico Ltda.","Rodovia Rs 115, 4998 Km 37","Várzea Grande","LATINA",3.449,NA,"-","-","13/09/2016","GRAMADO","RS","Etanol"
"12700","Abastec Abastecimento, Lavagens e Lubrificação Ltda","Avenida das Hortências, 3549","Avenida Central","PETROBRAS DISTRIBUIDORA S.A.",3.49,NA,"-","-","13/09/2016","GRAMADO","RS","Etanol"
"12701","Alfa Comércio de Combustíveis Ltda.","Avenida Borges de Medeiros, 1419","Vila Planalto","IPIRANGA",3.59,NA,"-","-","13/09/2016","GRAMADO","RS","Etanol"
"12702","Comércio de Combustíveis Kappes Ltda.","Rua São Pedro, 1022","Centro","IPIRANGA",3.599,3.16,"CIF","-","13/09/2016","GRAMADO","RS","Etanol"
"12703","Comércio de Combustíveis Floresta Ltda.","Rua Tristão de Oliveira, 119","Floresta","IPIRANGA",3.69,NA,"-","-","13/09/2016","GRAMADO","RS","Etanol"
"12704","Sagres Comercio de Combustiveis Ltda - Epp","Avenida Dorival Candido Luz de Oliveira, 1460","Centro","BRANCA",2.979,NA,"-","-","12/09/2016","GRAVATAI","RS","Etanol"
"12705","Abastecedora de Combustiveis Salim Ltda","Rua Coronel Fonseca, 845","Centro","BRANCA",3.189,NA,"-","-","12/09/2016","GRAVATAI","RS","Etanol"
"12706","Posto de Combustiveis Radar Ltda","Rodovia Rs 118, 834","Distrito Industrial","IPIRANGA",3.198,NA,"-","-","12/09/2016","GRAVATAI","RS","Etanol"
"12707","Posto Florido Ltda","Avenida Dorival Candido Luz de Oliveira, 6732","Parque Florido","IPIRANGA",3.199,3.004,"CIF","-","12/09/2016","GRAVATAI","RS","Etanol"
"12708","Quadros e Filhos Ltda","Rodovia Rs 030, 799","Parque dos Anjos","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","GRAVATAI","RS","Etanol"
"12709","Posto de Combustíveis Apollo Iii Ltda.","Rua São Luiz, 35","Parque Olinda","IPIRANGA",3.309,NA,"-","-","12/09/2016","GRAVATAI","RS","Etanol"
"12710","Sat Comércio de Combustíveis Ltda.","Rodovia Rs 20, 17680","Bairro Morungava","LATINA",3.59,NA,"-","-","12/09/2016","GRAVATAI","RS","Etanol"
"12711","Comercial de Combustiveis La Corunha Ltda","Estrada Rs 020, 390 Km 05","Vera Cruz","RAIZEN",3.637,NA,"-","-","12/09/2016","GRAVATAI","RS","Etanol"
"12712","Comercial Buffon Combustiveis e Transportes Limitada","Avenida Castelo Branco, 445","Alegria","PETROBRAS DISTRIBUIDORA S.A.",3.199,NA,"-","-","13/09/2016","GUAIBA","RS","Etanol"
"12713","Abastecedora de Combustiveis Rioxel Ltda","Rua Santa Maria, 1225","Loteamento da Ramada","IPIRANGA",3.399,NA,"-","-","14/09/2016","GUAIBA","RS","Etanol"
"12714","Abastecedora de Combustiveis Rioxel Ltda","Rua São José, 960","Centro","IPIRANGA",3.399,NA,"-","-","13/09/2016","GUAIBA","RS","Etanol"
"12715","Comércio de Combustíveis do Ivan Ltda","Avenida Lupicinio Rodrigues, 1156","Cohab","IPIRANGA",3.41,NA,"-","-","13/09/2016","GUAIBA","RS","Etanol"
"12716","Neiva Ongaratto Comércio de Combustíveis Ltda.","Avenida Nestor de Moura Jardim, 540","Cel Nassuca","IPIRANGA",3.495,NA,"-","-","13/09/2016","GUAIBA","RS","Etanol"
"12717","Vera Cruz Comercio de Combustiveis Ltda","Rua Jose Bonifacio, 205","Centro","BRANCA",3.229,NA,"-","-","12/09/2016","IJUI","RS","Etanol"
"12718","Nossa Casa Comercial de Combustíveis Ltda.","Rodovia Br 285, S/n Km 457","Sol Nascente","PETROBRAS DISTRIBUIDORA S.A.",3.23,NA,"-","-","12/09/2016","IJUI","RS","Etanol"
"12719","Posto Santa Terezinha Ltda","Rua 14 de Julho, 607 Esquina C/ Rua 24 de Fevereiro","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.489,NA,"-","-","12/09/2016","IJUI","RS","Etanol"
"12720","Comercio de Combustiveis Florestal Ltda","Avenida Benjamin Constant, 1791","Florestal","PETROBRAS DISTRIBUIDORA S.A.",3.499,3.004,"FOB","-","12/09/2016","LAJEADO","RS","Etanol"
"12721","Comercio de Combustiveis Florestal Ltda","Avenida Senador Alberto Pasqualine, 619 Esquina C/aven. Acvat","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.499,2.966,"FOB","-","12/09/2016","LAJEADO","RS","Etanol"
"12722","Arco Gas Comercio e Transporte de Combustiveis Ltda.","Avenida Benjamin Constant, 2324","Florestal","CHARRUA",3.5,2.932,"CIF","-","12/09/2016","LAJEADO","RS","Etanol"
"12723","Arco Gas Comercio e Transporte de Combustiveis Ltda.","Rodovia Rs 130, S/n Km 72,8","Santo Andre","CHARRUA",3.5,2.932,"CIF","-","12/09/2016","LAJEADO","RS","Etanol"
"12724","Dg Comércio de Combustíveis e Lubrificantes Ltda.","Avenida Rincao, 1110","Rincao","BRANCA",2.94,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12725","Posto de Combustiveis Mercedes Eireli","Rua Vereador Adão Rodrigues de Oliveira, 1299","Ideal","BRANCA",2.949,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12726","Comércio de Produtos de Petróleo Lunkes Ltda","Rua Boa Saúde,, 1366","Primavera","BRANCA",2.98,2.677,"CIF","CIAPETRO","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12727","Argos Comercial de Combustiveis Ltda","Rua Sete de Setembro, 1270","Liberdade","RAIZEN",2.999,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12728","Comércio de Combustíveis Patria Nova Ltda.","Rua General Osorio, 355","Hamburgo Velho","RAIZEN",2.999,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12729","Poltron Comércio de Combustíveis Ltda.","Avenida Nações Unidas, 2559","Rio Branco","PETROBRAS DISTRIBUIDORA S.A.",3.099,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12730","Posto 2005 Derivados de Petróleo Ltda.","Rua Primeiro de Março, 501","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.19,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12731","Auto Posto Ideal Ltda","Avenida Sete de Setembro, 274","Ideal","RAIZEN",3.199,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12732","Abastecedora de Combustíveis Nicolau Becker Ltda.","Avenida Nicolau Becker, 1340","Centro","BRANCA",3.29,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12733","Posto 2011 Derivados de Petroleo Ltda - Epp","Rua Icaro, 1744","Canudos","PETROBRAS DISTRIBUIDORA S.A.",3.29,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12734","Posto de Combustíveis Ícaro Ltda.","Avenida Coronel Frederico Linck, 311","Ideal","PETROBRAS DISTRIBUIDORA S.A.",3.299,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12735","Abastecedora Tres Amigos Ltda","Rodovia Br 116, 7455 Km 234","Roselandia","RAIZEN",3.499,NA,"-","-","12/09/2016","NOVO HAMBURGO","RS","Etanol"
"12736","Dp Comércio de Combustíveis e Lubrificantes Ltda.","Rua Costa Gama, 1500","Centro","BRANCA",2.99,NA,"-","-","12/09/2016","OSORIO","RS","Etanol"
"12737","Posto de Serviços Maravilha Ltda","Rodovia Br 290, S/n Km 01","Parque Real","PETROBRAS DISTRIBUIDORA S.A.",3.199,NA,"-","-","12/09/2016","OSORIO","RS","Etanol"
"12738","Comercial Grossi de Combustiveis Ltda","Rua Julio Pereira, 426","Centro","BRANCA",2.999,NA,"-","-","12/09/2016","PALMEIRA DAS MISSOES","RS","Etanol"
"12739","Abastecedora Agnolin Ltda","Avenida Independencia, 2577","Centro","IPIRANGA",3.299,NA,"-","-","12/09/2016","PALMEIRA DAS MISSOES","RS","Etanol"
"12740","Vitor Bonfanti","Avenida Independencia, 15","Centro","RAIZEN",3.389,NA,"-","-","12/09/2016","PALMEIRA DAS MISSOES","RS","Etanol"
"12741","Volnei Filippini & Cia Ltda - Me","Rodovia Rs 569, S/n Km 1,25","Distrito Industrial","PETROBRAS DISTRIBUIDORA S.A.",3.389,NA,"-","-","12/09/2016","PALMEIRA DAS MISSOES","RS","Etanol"
"12742","Auto Posto Br Passo Fundo Ltda","Avenida Brasil Leste, 2336","Sao Jose","PETROBRAS DISTRIBUIDORA S.A.",3.219,NA,"-","-","12/09/2016","PASSO FUNDO","RS","Etanol"
"12743","M. T. S. Comércio de Combustíveis  Ltda.","Rua Cachoeira, 245","Vera Cruz","CHARRUA",3.29,NA,"-","-","12/09/2016","PASSO FUNDO","RS","Etanol"
"12744","Tabaczinski e Cia Ltda.","Avenida Presidente Vargas, 2023","São Cristóvão","PETROBRAS DISTRIBUIDORA S.A.",3.398,2.857,"CIF","-","12/09/2016","PASSO FUNDO","RS","Etanol"
"12745","Vva Albino Micheletto & Cia Ltda","Avenida Presidente Vargas, 230","Centro","IPIRANGA",3.399,NA,"-","-","12/09/2016","PASSO FUNDO","RS","Etanol"
"12746","Posto de Combustíveis Brock & Cifra Ltda.","Avenida Brasil Leste, 85","Centro","IPIRANGA",3.499,NA,"-","-","12/09/2016","PASSO FUNDO","RS","Etanol"
"12747","Auto Posto Presidente Ltda.","Avenida Rio Grande, 650","Vera Cruz","IPIRANGA",3.599,NA,"-","-","12/09/2016","PASSO FUNDO","RS","Etanol"
"12748","Ricardo Bonamigo Tonial - Eireli","Avenida Brasil Oeste, 2369","Boqueirão","IPIRANGA",3.599,NA,"-","-","12/09/2016","PASSO FUNDO","RS","Etanol"
"12749","V. Bassani & Cia Ltda.","Rua Teixeira Soares, 109","Centro","IPIRANGA",3.88,NA,"-","-","12/09/2016","PASSO FUNDO","RS","Etanol"
"12750","Posto Azeredo Elgo Ltda - Epp","Avenida Fernando Osorio, 2624","Três Vendas","BRANCA",3.198,2.742,"FOB","RODOIL","14/09/2016","PELOTAS","RS","Etanol"
"12751","Dli Comercio de Combustiveis Ltda","Rua General Neto, 1724","Centro","MEGAPETRO",3.299,3.122,"CIF","-","14/09/2016","PELOTAS","RS","Etanol"
"12752","Posto Azeredo Elgo Ltda - Epp","Avenida Adolfo Fetter, 1133","Recanto de Portugal","RAIZEN",3.348,3.1,"FOB","-","14/09/2016","PELOTAS","RS","Etanol"
"12753","Irmãos Cortez Ltda.","Avenida Duque de Caxias, 1152","Fragata","PETROBRAS DISTRIBUIDORA S.A.",3.499,3.101,"CIF","-","14/09/2016","PELOTAS","RS","Etanol"
